School DBN,School Name,School District,Home Zip Code,Total Applicants Zip,True Applicants Zip,Total Applicants School,Total True Applicants School,Seats Available School,Offers School,Ratio,Rank
01M448,University Neighborhood High School,1,11436,1,1.0,2248,447.0,125,185,1.0,60
01M448,University Neighborhood High School,1,11691,1,1.0,2248,447.0,125,185,1.0,101
01M448,University Neighborhood High School,1,11692,1,1.0,2248,447.0,125,185,1.0,60
01M448,University Neighborhood High School,1,11693,1,1.0,2248,447.0,125,185,1.0,29
01M450,East Side Community School,1,10001,7,1.0,1142,328.0,95,117,0.14285714285714285,26
01M450,East Side Community School,1,10002,111,49.0,1142,328.0,95,117,21.63063063063063,8
01M450,East Side Community School,1,10003,18,7.0,1142,328.0,95,117,2.7222222222222223,16
01M450,East Side Community School,1,10005,1,1.0,1142,328.0,95,117,1.0,32
01M450,East Side Community School,1,10006,1,1.0,1142,328.0,95,117,1.0,26
01M450,East Side Community School,1,10007,1,1.0,1142,328.0,95,117,1.0,27
01M450,East Side Community School,1,10009,91,39.0,1142,328.0,95,117,16.714285714285715,4
01M450,East Side Community School,1,10010,19,6.0,1142,328.0,95,117,1.894736842105263,18
01M450,East Side Community School,1,10011,13,1.0,1142,328.0,95,117,0.07692307692307693,31
01M450,East Side Community School,1,10012,7,1.0,1142,328.0,95,117,0.14285714285714285,13
01M450,East Side Community School,1,10013,20,6.0,1142,328.0,95,117,1.8,17
01M450,East Side Community School,1,10014,9,1.0,1142,328.0,95,117,0.1111111111111111,18
01M450,East Side Community School,1,10016,17,6.0,1142,328.0,95,117,2.1176470588235294,16
01M450,East Side Community School,1,10017,1,1.0,1142,328.0,95,117,1.0,44
01M450,East Side Community School,1,10019,11,1.0,1142,328.0,95,117,0.09090909090909091,48
01M450,East Side Community School,1,10021,8,1.0,1142,328.0,95,117,0.125,25
01M450,East Side Community School,1,10022,1,1.0,1142,328.0,95,117,1.0,39
01M450,East Side Community School,1,10023,8,1.0,1142,328.0,95,117,0.125,38
01M450,East Side Community School,1,10024,14,1.0,1142,328.0,95,117,0.07142857142857142,45
01M450,East Side Community School,1,10025,21,1.0,1142,328.0,95,117,0.047619047619047616,74
01M450,East Side Community School,1,10026,9,1.0,1142,328.0,95,117,0.1111111111111111,44
01M450,East Side Community School,1,10027,12,1.0,1142,328.0,95,117,0.08333333333333333,70
01M450,East Side Community School,1,10028,11,1.0,1142,328.0,95,117,0.09090909090909091,32
01M450,East Side Community School,1,10029,30,7.0,1142,328.0,95,117,1.6333333333333333,39
01M450,East Side Community School,1,10030,6,1.0,1142,328.0,95,117,0.16666666666666666,22
01M450,East Side Community School,1,10031,7,1.0,1142,328.0,95,117,0.14285714285714285,45
01M450,East Side Community School,1,10032,6,1.0,1142,328.0,95,117,0.16666666666666666,41
01M450,East Side Community School,1,10033,9,1.0,1142,328.0,95,117,0.1111111111111111,50
01M450,East Side Community School,1,10034,13,1.0,1142,328.0,95,117,0.07692307692307693,64
01M450,East Side Community School,1,10035,13,1.0,1142,328.0,95,117,0.07692307692307693,60
01M450,East Side Community School,1,10036,1,1.0,1142,328.0,95,117,1.0,79
01M450,East Side Community School,1,10037,6,1.0,1142,328.0,95,117,0.16666666666666666,14
01M450,East Side Community School,1,10038,18,1.0,1142,328.0,95,117,0.05555555555555555,39
01M450,East Side Community School,1,10039,1,1.0,1142,328.0,95,117,1.0,88
01M450,East Side Community School,1,10040,1,1.0,1142,328.0,95,117,1.0,88
01M450,East Side Community School,1,10044,1,1.0,1142,328.0,95,117,1.0,52
01M450,East Side Community School,1,10065,8,1.0,1142,328.0,95,117,0.125,29
01M450,East Side Community School,1,10069,1,1.0,1142,328.0,95,117,1.0,28
01M450,East Side Community School,1,10075,1,1.0,1142,328.0,95,117,1.0,38
01M450,East Side Community School,1,10128,21,1.0,1142,328.0,95,117,0.047619047619047616,53
01M450,East Side Community School,1,10282,1,1.0,1142,328.0,95,117,1.0,29
01M450,East Side Community School,1,10303,1,1.0,1142,328.0,95,117,1.0,22
01M450,East Side Community School,1,10304,1,1.0,1142,328.0,95,117,1.0,33
01M450,East Side Community School,1,10451,12,1.0,1142,328.0,95,117,0.08333333333333333,92
01M450,East Side Community School,1,10452,8,1.0,1142,328.0,95,117,0.125,90
01M450,East Side Community School,1,10453,11,1.0,1142,328.0,95,117,0.09090909090909091,113
01M450,East Side Community School,1,10454,6,1.0,1142,328.0,95,117,0.16666666666666666,39
01M450,East Side Community School,1,10455,15,1.0,1142,328.0,95,117,0.06666666666666667,109
01M450,East Side Community School,1,10456,12,1.0,1142,328.0,95,117,0.08333333333333333,115
01M450,East Side Community School,1,10457,1,1.0,1142,328.0,95,117,1.0,196
01M450,East Side Community School,1,10458,12,1.0,1142,328.0,95,117,0.08333333333333333,101
01M450,East Side Community School,1,10459,7,1.0,1142,328.0,95,117,0.14285714285714285,59
01M450,East Side Community School,1,10460,1,1.0,1142,328.0,95,117,1.0,189
01M450,East Side Community School,1,10461,1,1.0,1142,328.0,95,117,1.0,117
01M450,East Side Community School,1,10462,7,1.0,1142,328.0,95,117,0.14285714285714285,74
01M450,East Side Community School,1,10463,6,1.0,1142,328.0,95,117,0.16666666666666666,34
01M450,East Side Community School,1,10465,1,1.0,1142,328.0,95,117,1.0,98
01M450,East Side Community School,1,10466,1,1.0,1142,328.0,95,117,1.0,148
01M450,East Side Community School,1,10467,12,1.0,1142,328.0,95,117,0.08333333333333333,109
01M450,East Side Community School,1,10468,11,1.0,1142,328.0,95,117,0.09090909090909091,93
01M450,East Side Community School,1,10469,7,1.0,1142,328.0,95,117,0.14285714285714285,54
01M450,East Side Community School,1,10470,1,1.0,1142,328.0,95,117,1.0,67
01M450,East Side Community School,1,10471,1,1.0,1142,328.0,95,117,1.0,36
01M450,East Side Community School,1,10472,19,6.0,1142,328.0,95,117,1.894736842105263,49
01M450,East Side Community School,1,10473,8,1.0,1142,328.0,95,117,0.125,82
01M450,East Side Community School,1,10474,1,1.0,1142,328.0,95,117,1.0,76
01M450,East Side Community School,1,10475,1,1.0,1142,328.0,95,117,1.0,80
01M450,East Side Community School,1,11101,1,1.0,1142,328.0,95,117,1.0,93
01M450,East Side Community School,1,11102,1,1.0,1142,328.0,95,117,1.0,70
01M450,East Side Community School,1,11103,1,1.0,1142,328.0,95,117,1.0,65
